Log of Mask Areas for Each Frame
--------------------------------------------------
Frame 0, Class: erc_90, Conf: 0.98, Mask Area: 46240 pixels^2
Frame 1395, Class: erc_90, Conf: 0.98, Mask Area: 45840 pixels^2
Frame 1396, Class: erc_90, Conf: 0.98, Mask Area: 45845 pixels^2
Frame 1397, Class: erc_90, Conf: 0.98, Mask Area: 45751 pixels^2
Frame 1398, Class: erc_90, Conf: 0.98, Mask Area: 45788 pixels^2
Frame 1399, Class: erc_90, Conf: 0.98, Mask Area: 45839 pixels^2
Frame 1400, Class: erc_90, Conf: 0.98, Mask Area: 45729 pixels^2
Frame 1401, Class: erc_90, Conf: 0.98, Mask Area: 45689 pixels^2
Frame 1402, Class: erc_90, Conf: 0.98, Mask Area: 45750 pixels^2
Frame 1403, Class: erc_90, Conf: 0.98, Mask Area: 45711 pixels^2
Frame 1404, Class: erc_90, Conf: 0.98, Mask Area: 46353 pixels^2
Frame 1405, Class: erc_90, Conf: 0.98, Mask Area: 46125 pixels^2
Frame 1406, Class: erc_90, Conf: 0.98, Mask Area: 45864 pixels^2
Frame 1407, Class: erc_90, Conf: 0.98, Mask Area: 45848 pixels^2
Frame 1408, Class: erc_90, Conf: 0.98, Mask Area: 45629 pixels^2
Frame 1409, Class: erc_90, Conf: 0.98, Mask Area: 45991 pixels^2
Frame 1410, Class: erc_90, Conf: 0.98, Mask Area: 45978 pixels^2
Frame 1411, Class: erc_90, Conf: 0.98, Mask Area: 46219 pixels^2
Frame 1412, Class: erc_90, Conf: 0.98, Mask Area: 47268 pixels^2
Frame 1413, Class: erc_90, Conf: 0.98, Mask Area: 46819 pixels^2
Frame 1414, Class: erc_90, Conf: 0.98, Mask Area: 46369 pixels^2
Frame 1415, Class: erc_90, Conf: 0.98, Mask Area: 46463 pixels^2
Frame 1416, Class: erc_90, Conf: 0.98, Mask Area: 45997 pixels^2
Frame 1417, Class: erc_90, Conf: 0.98, Mask Area: 46129 pixels^2
Frame 1418, Class: erc_90, Conf: 0.98, Mask Area: 46046 pixels^2
Frame 1419, Class: erc_90, Conf: 0.98, Mask Area: 46150 pixels^2
Frame 1420, Class: erc_90, Conf: 0.98, Mask Area: 46566 pixels^2
Frame 1421, Class: erc_90, Conf: 0.98, Mask Area: 46379 pixels^2
Frame 1422, Class: erc_90, Conf: 0.98, Mask Area: 46716 pixels^2
Frame 1423, Class: erc_90, Conf: 0.98, Mask Area: 46559 pixels^2
Frame 1424, Class: erc_90, Conf: 0.98, Mask Area: 46571 pixels^2
Frame 1425, Class: erc_90, Conf: 0.98, Mask Area: 46224 pixels^2
Frame 1426, Class: erc_90, Conf: 0.98, Mask Area: 46875 pixels^2
Frame 1427, Class: erc_90, Conf: 0.98, Mask Area: 47653 pixels^2
Frame 1428, Class: erc_90, Conf: 0.98, Mask Area: 46383 pixels^2
Frame 1429, Class: erc_90, Conf: 0.98, Mask Area: 46529 pixels^2
Frame 1430, Class: erc_90, Conf: 0.98, Mask Area: 46629 pixels^2
Frame 1431, Class: erc_90, Conf: 0.98, Mask Area: 46607 pixels^2
Frame 1432, Class: erc_90, Conf: 0.98, Mask Area: 46442 pixels^2
Frame 1433, Class: erc_90, Conf: 0.98, Mask Area: 46506 pixels^2
Frame 1434, Class: erc_90, Conf: 0.98, Mask Area: 46446 pixels^2
Frame 1435, Class: erc_90, Conf: 0.98, Mask Area: 46215 pixels^2
Frame 1436, Class: erc_90, Conf: 0.98, Mask Area: 46430 pixels^2
Frame 1437, Class: erc_90, Conf: 0.98, Mask Area: 46380 pixels^2
Frame 1438, Class: erc_90, Conf: 0.98, Mask Area: 46590 pixels^2
Frame 1439, Class: erc_90, Conf: 0.98, Mask Area: 46513 pixels^2
Frame 1440, Class: erc_90, Conf: 0.98, Mask Area: 46108 pixels^2
Frame 1441, Class: erc_90, Conf: 0.99, Mask Area: 46329 pixels^2
Frame 1442, Class: erc_90, Conf: 0.99, Mask Area: 46357 pixels^2
Frame 1443, Class: erc_90, Conf: 0.98, Mask Area: 46171 pixels^2
Frame 1444, Class: erc_90, Conf: 0.98, Mask Area: 46469 pixels^2
Frame 1445, Class: erc_90, Conf: 0.98, Mask Area: 46425 pixels^2
Frame 1446, Class: erc_90, Conf: 0.98, Mask Area: 46548 pixels^2
Frame 1447, Class: erc_90, Conf: 0.98, Mask Area: 46577 pixels^2
Frame 1448, Class: erc_90, Conf: 0.98, Mask Area: 46633 pixels^2
Frame 1449, Class: erc_90, Conf: 0.98, Mask Area: 46346 pixels^2
Frame 1450, Class: erc_90, Conf: 0.98, Mask Area: 46243 pixels^2
Frame 1451, Class: erc_90, Conf: 0.98, Mask Area: 46135 pixels^2
Frame 1452, Class: erc_90, Conf: 0.98, Mask Area: 46353 pixels^2
Frame 1453, Class: erc_90, Conf: 0.98, Mask Area: 46318 pixels^2
Frame 1454, Class: erc_90, Conf: 0.98, Mask Area: 46302 pixels^2
Frame 1455, Class: erc_90, Conf: 0.98, Mask Area: 46424 pixels^2
Frame 1456, Class: erc_90, Conf: 0.98, Mask Area: 46578 pixels^2
Frame 1457, Class: erc_90, Conf: 0.98, Mask Area: 46653 pixels^2
Frame 1458, Class: erc_90, Conf: 0.98, Mask Area: 46783 pixels^2
Frame 1459, Class: erc_90, Conf: 0.98, Mask Area: 46553 pixels^2
Frame 1460, Class: erc_90, Conf: 0.98, Mask Area: 46495 pixels^2
Frame 1461, Class: erc_90, Conf: 0.98, Mask Area: 46534 pixels^2
Frame 1462, Class: erc_90, Conf: 0.98, Mask Area: 46525 pixels^2
Frame 1463, Class: erc_90, Conf: 0.98, Mask Area: 46746 pixels^2
Frame 1464, Class: erc_90, Conf: 0.98, Mask Area: 46051 pixels^2
Frame 1465, Class: erc_90, Conf: 0.98, Mask Area: 46292 pixels^2
Frame 1466, Class: erc_90, Conf: 0.98, Mask Area: 46225 pixels^2
Frame 1467, Class: erc_90, Conf: 0.98, Mask Area: 46305 pixels^2
Frame 1468, Class: erc_90, Conf: 0.98, Mask Area: 46143 pixels^2
Frame 1469, Class: erc_90, Conf: 0.98, Mask Area: 46167 pixels^2
Frame 1470, Class: erc_90, Conf: 0.98, Mask Area: 46115 pixels^2
Frame 1471, Class: erc_90, Conf: 0.98, Mask Area: 46179 pixels^2
Frame 1472, Class: erc_90, Conf: 0.98, Mask Area: 46329 pixels^2
Frame 1473, Class: erc_90, Conf: 0.98, Mask Area: 46098 pixels^2
Frame 1474, Class: erc_90, Conf: 0.98, Mask Area: 46053 pixels^2
Frame 1475, Class: erc_90, Conf: 0.98, Mask Area: 46286 pixels^2
Frame 1476, Class: erc_90, Conf: 0.98, Mask Area: 46230 pixels^2
Frame 1477, Class: erc_90, Conf: 0.98, Mask Area: 46070 pixels^2
Frame 1478, Class: erc_90, Conf: 0.98, Mask Area: 46395 pixels^2
Frame 1479, Class: erc_90, Conf: 0.98, Mask Area: 46203 pixels^2
Frame 1480, Class: erc_90, Conf: 0.98, Mask Area: 46187 pixels^2
Frame 1481, Class: erc_90, Conf: 0.98, Mask Area: 46143 pixels^2
Frame 1482, Class: erc_90, Conf: 0.98, Mask Area: 46213 pixels^2
Frame 1483, Class: erc_90, Conf: 0.98, Mask Area: 46147 pixels^2
Frame 1484, Class: erc_90, Conf: 0.98, Mask Area: 45971 pixels^2
Frame 1485, Class: erc_90, Conf: 0.98, Mask Area: 46387 pixels^2
Frame 1486, Class: erc_90, Conf: 0.98, Mask Area: 46142 pixels^2
Frame 1487, Class: erc_90, Conf: 0.98, Mask Area: 45996 pixels^2
Frame 1488, Class: erc_90, Conf: 0.98, Mask Area: 46032 pixels^2
Frame 1489, Class: erc_90, Conf: 0.98, Mask Area: 46215 pixels^2
Frame 1490, Class: erc_90, Conf: 0.98, Mask Area: 46090 pixels^2
Frame 1491, Class: erc_90, Conf: 0.98, Mask Area: 46070 pixels^2
Frame 1492, Class: erc_90, Conf: 0.98, Mask Area: 46229 pixels^2
Frame 1493, Class: erc_90, Conf: 0.98, Mask Area: 46215 pixels^2
Frame 1494, Class: erc_90, Conf: 0.98, Mask Area: 46465 pixels^2
Frame 1495, Class: erc_90, Conf: 0.98, Mask Area: 46307 pixels^2
Frame 1496, Class: erc_90, Conf: 0.98, Mask Area: 46413 pixels^2
Frame 1497, Class: erc_90, Conf: 0.98, Mask Area: 46218 pixels^2
Frame 1498, Class: erc_90, Conf: 0.98, Mask Area: 46453 pixels^2
Frame 1499, Class: erc_90, Conf: 0.98, Mask Area: 46544 pixels^2
Frame 1500, Class: erc_90, Conf: 0.98, Mask Area: 46040 pixels^2
Frame 1501, Class: erc_90, Conf: 0.98, Mask Area: 46103 pixels^2
Frame 1502, Class: erc_90, Conf: 0.98, Mask Area: 46529 pixels^2
Frame 1503, Class: erc_90, Conf: 0.98, Mask Area: 46359 pixels^2
Frame 1504, Class: erc_90, Conf: 0.98, Mask Area: 46325 pixels^2
Frame 1505, Class: erc_90, Conf: 0.98, Mask Area: 46236 pixels^2
Frame 1506, Class: erc_90, Conf: 0.98, Mask Area: 46037 pixels^2
Frame 1507, Class: erc_90, Conf: 0.98, Mask Area: 46200 pixels^2
Frame 1508, Class: erc_90, Conf: 0.98, Mask Area: 46037 pixels^2
Frame 1509, Class: erc_90, Conf: 0.99, Mask Area: 46003 pixels^2
Frame 1510, Class: erc_90, Conf: 0.98, Mask Area: 46068 pixels^2
Frame 1511, Class: erc_90, Conf: 0.98, Mask Area: 46123 pixels^2
Frame 1512, Class: erc_90, Conf: 0.99, Mask Area: 46072 pixels^2
Frame 1513, Class: erc_90, Conf: 0.98, Mask Area: 46389 pixels^2
Frame 1514, Class: erc_90, Conf: 0.98, Mask Area: 46233 pixels^2
Frame 1515, Class: erc_90, Conf: 0.98, Mask Area: 46228 pixels^2
Frame 1516, Class: erc_90, Conf: 0.98, Mask Area: 46140 pixels^2
Frame 1517, Class: erc_90, Conf: 0.98, Mask Area: 46230 pixels^2
Frame 1518, Class: erc_90, Conf: 0.98, Mask Area: 46199 pixels^2
Frame 1519, Class: erc_90, Conf: 0.98, Mask Area: 46299 pixels^2
Frame 1520, Class: erc_90, Conf: 0.98, Mask Area: 46524 pixels^2
Frame 1521, Class: erc_90, Conf: 0.98, Mask Area: 46406 pixels^2
Frame 1522, Class: erc_90, Conf: 0.98, Mask Area: 46628 pixels^2
Frame 1523, Class: erc_90, Conf: 0.98, Mask Area: 46193 pixels^2
Frame 1524, Class: erc_90, Conf: 0.98, Mask Area: 46230 pixels^2
Frame 1525, Class: erc_90, Conf: 0.98, Mask Area: 46201 pixels^2
Frame 1526, Class: erc_90, Conf: 0.98, Mask Area: 46126 pixels^2
Frame 1527, Class: erc_90, Conf: 0.98, Mask Area: 46162 pixels^2
Frame 1528, Class: erc_90, Conf: 0.98, Mask Area: 46322 pixels^2
Frame 1529, Class: erc_90, Conf: 0.98, Mask Area: 46180 pixels^2
Frame 1530, Class: erc_90, Conf: 0.98, Mask Area: 46251 pixels^2
Frame 1531, Class: erc_90, Conf: 0.98, Mask Area: 46237 pixels^2
Frame 1532, Class: erc_90, Conf: 0.98, Mask Area: 46185 pixels^2
Frame 1533, Class: erc_90, Conf: 0.98, Mask Area: 46178 pixels^2
Frame 1534, Class: erc_90, Conf: 0.98, Mask Area: 46085 pixels^2
Frame 1535, Class: erc_90, Conf: 0.98, Mask Area: 46045 pixels^2
Frame 1536, Class: erc_90, Conf: 0.98, Mask Area: 46115 pixels^2
Frame 1537, Class: erc_90, Conf: 0.98, Mask Area: 46083 pixels^2
Frame 1538, Class: erc_90, Conf: 0.98, Mask Area: 46111 pixels^2
Frame 1539, Class: erc_90, Conf: 0.98, Mask Area: 46015 pixels^2
Frame 1540, Class: erc_90, Conf: 0.98, Mask Area: 46181 pixels^2
Frame 1541, Class: erc_90, Conf: 0.98, Mask Area: 46353 pixels^2
Frame 1542, Class: erc_90, Conf: 0.98, Mask Area: 46171 pixels^2
Frame 1543, Class: erc_90, Conf: 0.98, Mask Area: 46136 pixels^2
Frame 1544, Class: erc_90, Conf: 0.98, Mask Area: 46329 pixels^2
Frame 1545, Class: erc_90, Conf: 0.98, Mask Area: 46546 pixels^2
Frame 1546, Class: erc_90, Conf: 0.98, Mask Area: 46231 pixels^2
Frame 1547, Class: erc_90, Conf: 0.98, Mask Area: 46423 pixels^2
Frame 1548, Class: erc_90, Conf: 0.99, Mask Area: 45847 pixels^2
Frame 1549, Class: erc_90, Conf: 0.98, Mask Area: 45884 pixels^2
Frame 1550, Class: erc_90, Conf: 0.98, Mask Area: 45770 pixels^2
Frame 1551, Class: erc_90, Conf: 0.98, Mask Area: 46101 pixels^2
Frame 1552, Class: erc_90, Conf: 0.98, Mask Area: 46242 pixels^2
Frame 1553, Class: erc_90, Conf: 0.98, Mask Area: 46124 pixels^2
Frame 1554, Class: erc_90, Conf: 0.98, Mask Area: 46202 pixels^2
Frame 1555, Class: erc_90, Conf: 0.98, Mask Area: 46167 pixels^2
Frame 1556, Class: erc_90, Conf: 0.98, Mask Area: 46359 pixels^2
Frame 1557, Class: erc_90, Conf: 0.98, Mask Area: 46370 pixels^2
Frame 1558, Class: erc_90, Conf: 0.98, Mask Area: 46387 pixels^2
Frame 1559, Class: erc_90, Conf: 0.98, Mask Area: 46194 pixels^2
Frame 1560, Class: erc_90, Conf: 0.98, Mask Area: 46031 pixels^2
Frame 1561, Class: erc_90, Conf: 0.98, Mask Area: 46536 pixels^2
Frame 1562, Class: erc_90, Conf: 0.98, Mask Area: 46294 pixels^2

Maximum Mask Areas for Each Class
--------------------------------------------------
Maximum Mask Area for erc_0-erc-75-erc_90-erc-50: 41923 pixels^2
Maximum Mask Area for erc_50: 39727 pixels^2
Maximum Mask Area for erc_75: 44535 pixels^2
Maximum Mask Area for erc_90: 47653 pixels^2
